Słowo,Wartość,Ranga
substrat,1,1629
provin,1,1630
termenii,1,1631
biserică,1,1632
basilica,1,1633
domine,1,1634
vocativul,1,1635
dominus,1,1636
duminică,1,1637
dominica,1,1638
dies,1,1639
înger,1,1640
angelus,1,1641
secolele,1,1642
iv-vi,1,1643
autohtonii,1,1644
integrat,1,1645
definitiv,1,1646
orientală,1,1647
uitându-și,1,1648
inițială,1,1649
elementelor,1,1650
lucien,1,1651
musset,1,1652
centrale,1,1653
suabia,1,1654
privită,1,1655
părțile,1,1656
germanizate,1,1657
maghiarizate,1,1658
biserici,1,1659
hotărâtor,1,1660
termenul,1,1661
folosește,1,1662
extensie,1,1663
descrie,1,1664
operele,1,1665
vremea,1,1666
primilor,1,1667
mavrocordați,1,1668
brâncovenești,1,1669
mogoșoaia,1,1670
mănăstirii,1,1671
antim,1,1672
stavropoleos,1,1673
fosta,1,1674
mănăstire,1,1675
văcărești,1,1676
colțea,1,1677
kretzulescu,1,1678
mănăstirea,1,1679
hurezi,1,1680
ansamblul,1,1681
potlogi,1,1682
sursa,1,1683
arhitectural,1,1684
știrbei,1,1685
michel,1,1686
sanjouand,1,1687
etaj,1,1688
cariatide,1,1689
adăugat,1,1690
joseph,1,1691
hartmann,1,1692
neclasică,1,1693
dinainte,1,1694
domnia,1,1695
devenind,1,1696
răspândite,1,1697
timpului,1,1698
dorinței,1,1699
elitei,1,1700
poporul,1,1701
origine,1,1702
neoclasică,1,1703
șuțu,1,1704
fațada,1,1705
interioarele,1,1706
clasiciste,1,1707
tâmplărila,1,1708
geamurilor,1,1709
corpul,1,1710
universității,1,1711
fostele,1,1712
literaturii,1,1713
carol,1,1714
neoclasic,1,1715
albert,1,1716
galleron,1,1717
fellner,1,1718
helmer,1,1719
decorat,1,1720
mix,1,1721
neorococo,1,1722
manole,1,1723
edmond,1,1724
van,1,1725
saanen,1,1726
algi,1,1727
schimbat,1,1728
sistematizări,1,1729
masive,1,1730
casele,1,1731
umpleau,1,1732
ulițele,1,1733
occidentală,1,1734
stiluri,1,1735
vestice,1,1736
case-vagon,1,1737
universitară,1,1738
cercului,1,1739
cec,1,1740
băncii,1,1741
naționale,1,1742
bursei,1,1743
patriarhiei,1,1744
facultății,1,1745
universitatea,1,1746
începutului,1,1747
combină,1,1748
luate,1,1749
renascentiste,1,1750
baroce,1,1751
rococo,1,1752
deosebire,1,1753
făcea,1,1754
austro-ungar,1,1755
preferat,1,1756
exemplele,1,1757
combinații,1,1758
mița,1,1759
biciclista,1,1760
combinație,1,1761
neobaroc,1,1762
dianu,1,1763
craiova,1,1764
cazinoul,1,1765
studii,1,1766
străinătate,1,1767
pariziană,1,1768
construcțiile,1,1769
proiectele,1,1770
aspect,1,1771
eclectice,1,1772
francezi,1,1773
austrieci,1,1774
încercări,1,1775
brâncovenească,1,1776
stilului,1,1777
grigore,1,1778
cristofi,1,1779
ghica-budești,1,1780
cn,1,1781
câmpeanualfred,1,1782
gheorghiu,1,1783
neoromânească,1,1784
nănescu,1,1785
cămin,1,1786
ucenici,1,1787
muncii,1,1788
arad,1,1789
maurmauro-florentin,1,1790
ciulli,1,1791
tașcu,1,1792
scara,1,1793
nenciulescu,1,1794
finalizarea,1,1795
axei,1,1796
direcția,1,1797
nord-sud,1,1798
clădirilor,1,1799
moderniste,1,1800
raționale,1,1801
constă,1,1802
reduse,1,1803
esențe,1,1804
proporții,1,1805
forme,1,1806
clasice,1,1807
curente,1,1808
modă,1,1809
european,1,1810
neobrâncovenesc,1,1811
n,1,1812
socolescu,1,1813
naționalismului,1,1814
remarcabile,1,1815
bufetul,1,1816
șosea,1,1817
lucrărilor,1,1818
urmare,1,1819
instaurat,1,1820
impus,1,1821
forța,1,1822
uniunea,1,1823
sovietică,1,1824
intelectualității,1,1825
temnițele,1,1826
stalinismului,1,1827
mulți,1,1828
profesori,1,1829
g,1,1830
m,1,1831
importanți,1,1832
temniță,1,1833
grea,1,1834
moare,1,1835
eliberat,1,1836
abdicarea,1,1837
forțată,1,1838
alungarea,1,1839
copiere,1,1840
staliniste,1,1841
neoclasicism,1,1842
simplificat,1,1843
respectivul,1,1844
realism,1,1845
socialist,1,1846
reacție,1,1847
viziunea,1,1848
comuniștilor,1,1849
aparținea,1,1850
capitalismului,1,1851
putred,1,1852
destalinizarea,1,1853
începută,1,1854
lider,1,1855
gheorghiu-dej,1,1856
tipul,1,1857
bauhaus,1,1858
încearcă,1,1859
oarecare,1,1860
apropierea,1,1861
clasicistă-modernistă,1,1862
arhitecturi,1,1863
sala,1,1864
febrilitate,1,1865
cartiere,1,1866
întregi,1,1867
ridicate,1,1868
fulgerător,1,1869
ornamentare,1,1870
economiei,1,1871
centralizare,1,1872
arhitecturii,1,1873
funcționaliste,1,1874
lipsă,1,1875
arătând,1,1876
impune,1,1877
ridicarea,1,1878
capitalele,1,1879
județ,1,1880
centrelor,1,1881
civice,1,1882
hoteluri,1,1883
mamaia,1,1884
postbelic,1,1885
estetic,1,1886
construia,1,1887
lăzărescu,1,1888
et,1,1889
ovidiu,1,1890
necunoscuți,1,1891
excepția,1,1892
martie,1,1893
cutremur,1,1894
lovește,1,1895
murit,1,1896
răniți,1,1897
prăbușit,1,1898
pagube,1,1899
majore,1,1900
pretextul,1,1901
cutremurului,1,1902
demola,1,1903
dintr-un,1,1904
motiv,1,1905
altul,1,1906
incomode,1,1907
printr-un,1,1908
numea,1,1909
centrele,1,1910
multor,1,1911
gri,1,1912
anoste,1,1913
menționat,1,1914
vorba,1,1915
mahalale,1,1916
sărace,1,1917
solide,1,1918
întâmplându-se,1,1919
bacău,1,1920
botoșani,1,1921
ploiești,1,1922
suceava,1,1923
paralel,1,1924
delirul,1,1925
demolator,1,1926
atinge,1,1927
transformarea,1,1928
sens,1,1929
întregii,1,1930
țări,1,1931
rămâneau,1,1932
încep,1,1933
țărănești,1,1934
scunde,1,1935
niște,1,1936
cazărmi,1,1937
renovată,1,1938
corina,1,1939
dîndărean,1,1940
datorită,1,1941
revoluției,1,1942
pus,1,1943
capăt,1,1944
liberă,1,1945
pas,1,1946
vremii,1,1947
mărimea,1,1948
comenzilor,1,1949
arhitecturale,1,1950
schimbă,1,1951
fostul,1,1952
comandant,1,1953
proiecte,1,1954
gigantice,1,1955
individuali,1,1956
scena,1,1957
propriile,1,1958
cerințe,1,1959
așteptări,1,1960
mută,1,1961
preferând,1,1962
cartierele,1,1963
liniștite,1,1964
aglomerate,1,1965
speculei,1,1966
imobiliare,1,1967
dărâmate,1,1968
incendiate,1,1969
acoperișurile,1,1970
le-au,1,1971
deteriorate,1,1972
plouă,1,1973
înăutru,1,1974
grăbească,1,1975
prăbușirea,1,1976
respectivelor,1,1977
totuși,1,1978
neglijat,1,1979
restaurate,1,1980
proprietarilor,1,1981
confiscând-le,1,1982
abuziv,1,1983
regimului,1,1984
deschisă,1,1985
elegantul,1,1986
edificiu,1,1987
celebrei,1,1988
bancheri,1,1989
confiscatnaționalizat,1,1990
transformat,1,1991
magazinul,1,1992
recuperat,1,1993
reabilitat,1,1994
proprietarul,1,1995
domnul,1,1996
jean,1,1997
prinde,1,1998
printr-o,1,1999
amenajare,1,2000
inovatoare,1,2001
atentă,1,2002
substanța,1,2003
istorică,1,2004
semnată,1,2005
biroul,1,2006
square,1,2007
one,1,2008
librăria,1,2009
scurt,1,2010
atracție,1,2011
centrului,1,2012
turiști,1,2013
bucureșteni,1,2014
intersecția,1,2015
magheru,1,2016
bulevard,1,2017
eclectică,1,2018
belle,1,2019
poque,1,2020
patrimoniu,1,2021
transformate,1,2022
baruri,1,2023
magazine,1,2024
zonă,1,2025
predominant,1,2026
străzilor,1,2027
plantelor,1,2028
romano,1,2029
caracterizată,1,2030
sinteză,1,2031
întâlnire,1,2032
sud-est,1,2033
folclorul,1,2034
sinteze,1,2035
originalitatea,1,2036
constând,1,2037
modul,1,2038
îmbinare,1,2039
selectarea,1,2040
diferitelor,1,2041
migrat,1,2042
carpato-dunărean,1,2043
vecinătatea,1,2044
bulgaria,1,2045
serbia,1,2046
ucraina,1,2047
rusia,1,2048
grecilor,1,2049
bizantin,1,2050
protecție,1,2051
turcă,1,2052
fanar,1,2053
maghiari,1,2054
germanii,1,2055
trăiesc,1,2056
modernă,1,2057
ultimii,1,2058
puternică,1,2059
influență,1,2060
culturilor,1,2061
germană,1,2062
plus,1,2063
influența,1,2064
tradiției,1,2065
slavone,1,2066
singurul,1,2067
popor,1,2068
majoritar,1,2069
creștin,1,2070
ortodox,1,2071
principalul,1,2072
umanist,1,2073
nicolaus,1,2074
olahus,1,2075
umanismul,1,2076
filieră,1,2077
poloneză,1,2078
reprezentant,1,2079
miron,1,2080
costin,1,2081
cronică,1,2082
moldovei,1,2083
umaniști,1,2084
cantemir,1,2085
principalii,1,2086
reprezentanți,1,2087
iluminismului,1,2088
asachi,1,2089
budai,1,2090
deleanu,1,2091
dinicu,1,2092
golescu,1,2093
unirea,1,2094
principatelor,1,2095
impuls,1,2096
societății,1,2097
înalte,1,2098
școli,1,2099
existente,1,2100
întemeiate,1,2101
universități,1,2102
numărul,1,2103
sibiul,1,2104
nucleele,1,2105
tiparului,1,2106
răspândindu-se,1,2107
presa,1,2108
școlii,1,2109
ardelene,1,2110
promovat,1,2111
grafiei,1,2112
alfabet,1,2113
racordarea,1,2114
ideile,1,2115
impact,1,2116
literatura,1,2117
cercul,1,2118
junimea,1,2119
fondat,1,2120
grup,1,2121
criticului,1,2122
titu,1,2123
maiorescu,1,2124
revista,1,2125
convorbiri,1,2126
literare,1,2127
alții,1,2128
poetul,1,2129
luca,1,2130
picturii,1,2131
car,1,2132
boi,1,2133
galeria,1,2134
atingând,1,2135
nivelul,1,2136
maxim,1,2137
afirmare,1,2138
internațională,1,2139
armonie,1,2140
artist,1,2141
plastic,1,2142
artei,1,2143
mondiale,1,2144
sculptorul,1,2145
brâncuși,1,2146
figură,1,2147
artistice,1,2148
avangardă,1,2149
captărilor,1,2150
inovator,1,2151
sculptura,1,2152
mondială,1,2153
imersiunea,1,2154
primordiale,1,2155
creației,1,2156
populare,1,2157
proza,1,2158
activat,1,2159
romancierii,1,2160
liviu,1,2161
rebreanu,1,2162
sadoveanu,1,2163
camil,1,2164
petrescu,1,2165
dramaturgie,1,2166
talent,1,2167
sebastian,1,2168
lucia,1,2169
bulandra,1,2170
actrița,1,2171
reprezentativă,1,2172
revoluționară,1,2173
rosenthal,1,2174
poezia,1,2175
sincronizeze,1,2176
marea,1,2177
poezie,1,2178
însemnați,1,2179
poeți,1,2180
bacovia,1,2181
arghezi,1,2182
barbu,1,2183
tristan,1,2184
tzara,1,2185
dadaiste,1,2186
originar,1,2187
epoci,1,2188
filozofia,1,2189
figuri,1,2190
lucian,1,2191
blaga,1,2192
gusti,1,2193
vianu,1,2194
conta,1,2195
dominată,1,2196
marele,1,2197
erudit,1,2198
iorga,1,2199
introdus,1,2200
cenzură,1,2201
aspră,1,2202
control,1,2203
subordonare,1,2204
poporului,1,2205
libertatea,1,2206
exprimare,1,2207
constant,1,2208
restricționată,1,2209
căi,1,2210
scriitorii,1,2211
preda,1,2212
breban,1,2213
poeții,1,2214
nichita,1,2215
stănescu,1,2216
sorescu,1,2217
criticii,1,2218
literari,1,2219
manolescu,1,2220
simion,1,2221
consecință,1,2222
atitudinii,1,2223
elite,1,2224
diaspore,1,2225
adevărate,1,2226
incluzând,1,2227
palade,1,2228
laureat,1,2229
premiului,1,2230
nobel,1,2231
fiziologie,1,2232
eliade,1,2233
renumitul,1,2234
religiilor,1,2235
ionescu,1,2236
absurdului,1,2237
cioran,1,2238
membri,1,2239
remarcabili,1,2240
diasporei,1,2241
sergiu,1,2242
celibidache,1,2243
ionel,1,2244
perlea,1,2245
renumiți,1,2246
dirijori,1,2247
formată,1,2248
felurile,1,2249
tradițional,1,2250
geografic,1,2251
alcătuită,1,2252
categorii,1,2253
gustări,1,2254
calde,1,2255
reci,1,2256
supe,1,2257
ciorbe,1,2258
bazate,1,2259
vită,1,2260
garnituri,1,2261
deserturi,1,2262
aluat,1,2263
făină,1,2264
vecine,1,2265
bulgară,1,2266
greacă,1,2267
rusă,1,2268
ucraineană,1,2269
bucătarii,1,2270
împrumutat,1,2271
limitat,1,2272
ambasadorul,1,2273
tiberius,1,2274
flavius,1,2275
vizitat,1,2276
căruia,1,2277
servit,1,2278
fripte,1,2279
vițel,1,2280
calcan,1,2281
sălbatic,1,2282
miere,1,2283
vinuri,1,2284
tari,1,2285
pere,1,2286
struguri,1,2287
mere,1,2288
i-a,1,2289
daci,1,2290
barbari,1,2291
simple,1,2292
foloseau,1,2293
spanac,1,2294
semințe,1,2295
muștar,1,2296
mâncării,1,2297
consta,1,2298
terciuri,1,2299
hrișcă,1,2300
consumate,1,2301
ospețele,1,2302
fastuoase,1,2303
însoțeau,1,2304
înmormântările,1,2305
terciul,1,2306
coliva,1,2307
îmbogățită,1,2308
laptele,1,2309
ocupa,1,2310
remarcat,1,2311
smântână,1,2312
unt,1,2313
producția,1,2314
excelau,1,2315
consumatoare,1,2316
conservau,1,2317
alimentele,1,2318
afumare,1,2319
sărare,1,2320
conținut,1,2321
lintea,1,2322
mazărea,1,2323
usturoiul,1,2324
dulci,1,2325
strugurii,1,2326
merele,1,2327
zmeura,1,2328
capre,1,2329
vaci,1,2330
porci,1,2331
iepuri,1,2332
păsări,1,2333
sălbatice,1,2334
colonizarea,1,2335
spațiului,1,2336
diversificat,1,2337
plăcinta,1,2338
placenta,1,2339
împrumut,1,2340
coloniști,1,2341
umplută,1,2342
tipuri,1,2343
tocate,1,2344
săpăturile,1,2345
iveală,1,2346
vase,1,2347
lut,1,2348
țesturi,1,2349
testum,1,2350
aduse,1,2351
romani,1,2352
coceau,1,2353
pâine,1,2354
plăcinte,1,2355
cărbunii,1,2356
vatră,1,2357
amfore,1,2358
ulei,1,2359
măsline,1,2360
coasta,1,2361
mediterane,1,2362
regiunea,1,2363
olteniei,1,2364
țesturile,1,2365
migrațiilor,1,2366
timpurie,1,2367
iiixiii,1,2368
informațiile,1,2369
culinare,1,2370
migrației,1,2371
timpuriu,1,2372
extrem,1,2373
limitate,1,2374
izvoarelor,1,2375
provină,1,2376
obiceiul,1,2377
fezandării,1,2378
cărnurilor,1,2379
șa,1,2380
armatele,1,2381
călăreți,1,2382
stepa,1,2383
euroasiatică,1,2384
totodată,1,2385
originea,1,2386
ciorbei,1,2387
populațiile,1,2388
stabilite,1,2389
consolidează,1,2390
transhumanță,1,2391
migrația,1,2392
sezonieră,1,2393
animale,1,2394
vite,1,2395
munților,1,2396
xiiixvi,1,2397
depindeau,1,2398
statutul,1,2399
economic,1,2400
social,1,2401
săraci,1,2402
consumau,1,2403
mălai,1,2404
eventual,1,2405
ceapă,1,2406
păsările,1,2407
sacrificate,1,2408
zilele,1,2409
sărbătoare,1,2410
ocazii,1,2411
speciale,1,2412
familie,1,2413
bogați,1,2414
puteau,1,2415
producă,1,2416
țină,1,2417
afumată,1,2418
claselor,1,2419
sociale,1,2420
bogate,1,2421
externe,1,2422
ciorba,1,2423
împrumutată,1,2424
bulgari,1,2425
sârbi,1,2426
curțile,1,2427
epocii,1,2428
xviixviii,1,2429
state,1,2430
vasale,1,2431
obligate,1,2432
plata,1,2433
tributului,1,2434
alimente,1,2435
contextul,1,2436
politic,1,2437
răspândit,1,2438
cultivarea,1,2439
nedorit,1,2440
sublima,1,2441
poartă,1,2442
consum,1,2443
intern,1,2444
trimise,1,2445
export,1,2446
solicitărilor,1,2447
istanbulului,1,2448
țărilor,1,2449
li,1,2450
trimite,1,2451
ovine,1,2452
porcilor,1,2453
popularitate,1,2454
turcilor,1,2455
musulmani,1,2456
nefiindu-le,1,2457
consume,1,2458
conturează,1,2459
calendarul,1,2460
zilelor,1,2461
post,1,2462
sarmalele,1,2463
umplute,1,2464
nuci,1,2465
păsat,1,2466
saramurile,1,2467
plante,1,2468
rădăcinoase,1,2469
chiftelele,1,2470
icrele,1,2471
suzeranitate,1,2472
otomană,1,2473
gastronomia,1,2474
orient,1,2475
întâi,1,2476
câmpia,1,2477
existat,1,2478
arabe,1,2479
turcești,1,2480
grecești,1,2481
armenești,1,2482
valuri,1,2483
respective,1,2484
țările,1,2485
creat,1,2486
obiceiuri,1,2487
introduse,1,2488
pilaful,1,2489
ciulamaua,1,2490
tuslamaua,1,2491
tocana,1,2492
musaca,1,2493
dulciuri,1,2494
baclavaua,1,2495
halvaua,1,2496
muhalebiul,1,2497
adoptat,1,2498
absente,1,2499
momentș,1,2500
vinete,1,2501
roșii,1,2502
ardei,1,2503
verzi,1,2504
galbeni,1,2505
gutui,1,2506
folosite,1,2507
înstăriți,1,2508
produce,1,2509
zacuscă,1,2510
româneasca,1,2511
evoluat,1,2512
suficient,1,2513
xviii-lea,1,2514
organizau,1,2515
ospețe,1,2516
băuturi,1,2517
alcoolice,1,2518
aromate,1,2519
cafea,1,2520
narghilea,1,2521
fanariotă,1,2522
tradițională,1,2523
mânăstirească,1,2524
dezvoltă,1,2525
rurală,1,2526
opoziție,1,2527
urbană,1,2528
boierilor,1,2529
cărți,1,2530
xvii,1,2531
xviii,1,2532
tipărită,1,2533
scrisă,1,2534
sofia,1,2535
tofeus,1,2536
tradusă,1,2537
numele,1,2538
cărticica,1,2539
meseriei,1,2540
bucătar,1,2541
conținea,1,2542
pătura,1,2543
numără,1,2544
sarmale,1,2545
respectivă,1,2546
familiile,1,2547
circulat,1,2548
manuscris,1,2549
nedatat,1,2550
intitulat,1,2551
întru,1,2552
scriu,1,2553
mâncările,1,2554
raci,1,2555
stridii,1,2556
melci,1,2557
legumi,1,2558
erburi,1,2559
mâncări,1,2560
dulce,1,2561
dupre,1,2562
orânduiala,1,2563
terminat,1,2564
cândva,1,2565
manuscrisul,1,2566
deschiderea,1,2567
liberalizarea,1,2568
revoluția,1,2569
să-și,1,2570
recapete,1,2571
vigoarea,1,2572
diversitatea,1,2573
dinaintea,1,2574
recăpătat,1,2575
apreciere,1,2576
meselor,1,2577
prevalentă,1,2578
fostului,1,2579
concomitent,1,2580
redescoperirea,1,2581
repopularizarea,1,2582
tradiții,1,2583
inventate,1,2584
consumul,1,2585
iahniei,1,2586
fasole,1,2587
ciolan,1,2588
neobișnuit,1,2589
xxi-lea,1,2590
fenomenul,1,2591
adesea,1,2592
denumit,1,2593
noua,1,2594
bucătărie,1,2595
alcătuit,1,2596
chefi,1,2597
mișcărilor,1,2598
nouvelle,1,2599
cuisine,1,2600
franța,1,2601
new,1,2602
nordic,1,2603
scandinavia,1,2604
rupere,1,2605
reintroducerea,1,2606
urzica,1,2607
leurda,1,2608
florile,1,2609
salcâm,1,2610
castanele,1,2611
promovarea,1,2612
minoritare,1,2613
reinterpretarea,1,2614
monument,1,2615
arhitectonic,1,2616
situat,1,2617
pasul,1,2618
bran-rucăr,1,2619
kilometri,1,2620
document,1,2621
emis,1,2622
noiembrie,1,2623
zvolen,1,2624
confirmă,1,2625
sașilor,1,2626
totaque,1,2627
communitas,1,2628
saxonum,1,2629
sedis,1,2630
brassouiensis,1,2631
ridica,1,2632
conform,1,2633
promisiunii,1,2634
cheltuiala,1,2635
meșterii,1,2636
promiserunt,1,2637
novum,1,2638
castrum,1,2639
lapide,1,2640
tydrici,1,2641
edificare,1,2642
ocazie,1,2643
promite,1,2644
brașovenilor,1,2645
mâinile,1,2646
noastre,1,2647
rucăr,1,2648
ruffa,1,2649
arbor,1,2650
referința,1,2651
textul,1,2652
documentului,1,2653
privire,1,2654
deducția,1,2655
fortificația,1,2656
edificată,1,2657
precedată,1,2658
întăritură,1,2659
graniță,1,2660
lemn,1,2661
cavalerii,1,2662
teutoni,1,2663
atribuită,1,2664
magistrului,1,2665
theodorikus,1,2666
xiii-lea,1,2667
cetății,1,2668
supus,1,2669
jurisdicției,1,2670
comitatului,1,2671
alba,1,2672
iulia,1,2673
luxemburg,1,2674
german,1,2675
incursiune,1,2676
îndepărtat,1,2677
voievodul,1,2678
vlad,1,2679
uzurpatorul,1,2680
rivalul,1,2681
bătrân,1,2682
vasalul,1,2683
acordă,1,2684
castelelor,1,2685
bologa,1,2686
branul,1,2687
rămâne,1,2688
autoritatea,1,2689
scaunului,1,2690
coroanei,1,2691
finanțat,1,2692
lucrările,1,2693
fortificare,1,2694
extindere,1,2695
branului,1,2696
închiriată,1,2697
regalitatea,1,2698
inițiativa,1,2699
primarului,1,2700
karl,1,2701
ernst,1,2702
schnell,1,2703
consiliul,1,2704
orășenesc,1,2705
donat,1,2706
semn,1,2707
recunoștință,1,2708
contribuția,1,2709
marii,1,2710
uniri,1,2711
moartea,1,2712
moștenit,1,2713
căsătorită,1,2714
anton,1,2715
membru,1,2716
imperiale,1,2717
întors,1,2718
înființat,1,2719
spital,1,2720
victimele,1,2721
naționalizat,1,2722
vizitelor,1,2723
amenajat,1,2724
feudală,1,2725
lucrare,1,2726
finalizată,1,2727
linii,1,2728
reintră,1,2729
circuitul,1,2730
turistic,1,2731
proceduri,1,2732
juridice,1,2733
retrocedat,1,2734
legal,1,2735
administra,1,2736
tranzitoriu,1,2737
următorii,1,2738
elisabeta,1,2739
inițial,1,2740
construcție,1,2741
forma,1,2742
patrulater,1,2743
neregulat,1,2744
suferit,1,2745
numeroase,1,2746
modificări,1,2747
adăugarea,1,2748
turnului,1,2749
principelui,1,2750
gabriel,1,2751
bethlen,1,2752
turn,1,2753
dreptunghiular,1,2754
acoperișul,1,2755
țiglănecesită,1,2756
citare,1,2757
reședință,1,2758
regală,1,2759
lucrări,1,2760
situează,1,2761
șoseaua,1,2762
pornește,1,2763
cartier,1,2764
bartolomeu,1,2765
leagă,1,2766
câmpulung,1,2767
construit,1,2768
stâncă,1,2769
într-un,1,2770
strategic,1,2771
expuse,1,2772
colecții,1,2773
mobilier,1,2774
costume,1,2775
arme,1,2776
armuri,1,2777
parcul,1,2778
lacuri,1,2779
ceai,1,2780
administratorului,1,2781
revendicat,1,2782
surorile,1,2783
elisabeth,1,2784
moștenitorii,1,2785
proprietarii,1,2786
domeniului,1,2787
decizii,1,2788
guvernamentale,1,2789
administrarea,1,2790
retrocedării,1,2791
dispus,1,2792
mutarea,1,2793
colecțiilor,1,2794
remobilat,1,2795
obiecte,1,2796
colecția,1,2797
personală,1,2798
oficială,1,2799
sediu,1,2800
găzduit,1,2801
str,1,2802
aurel,1,2803
stoian,1,2804
academie,1,2805
tehnică,1,2806
înființată,1,2807
aprilie,1,2808
facultăți,1,2809
cracovia,1,2810
contingent,1,2811
studenți,1,2812
studiile,1,2813
facultăților,1,2814
geoinginerie,1,2815
metalelor,1,2816
industrială,1,2817
electrotehnică,1,2818
automatică,1,2819
inginerie,1,2820
biomedicală,1,2821
electronică,1,2822
telecomunicații,1,2823
mecanică,1,2824
robotică,1,2825
geologie,1,2826
geofizică,1,2827
protecția,1,2828
geodezie,1,2829
minieră,1,2830
materialelor,1,2831
ceramicii,1,2832
metale,1,2833
neferoase,1,2834
foraj,1,2835
petrol,1,2836
gaze,1,2837
management,1,2838
energie,1,2839
combustibili,1,2840
fizică,1,2841
matematică,1,2842
științe,1,2843
umaniste,1,2844
ivanciu,1,2845
întindea,1,2846
magnificul,1,2847
înconjurat,1,2848
nenumărate,1,2849
locuiau,1,2850
lebedele,1,2851
veneau,1,2852
peitori,1,2853
prinesa,1,2854
puini,1,2855
credeau,1,2856
adevăraii,1,2857
părini,1,2858
castaniu,1,2859
împletit,1,2860
parfumate,1,2861
lăsa,1,2862
liber,1,2863
buclele,1,2864
revărsau,1,2865
căprui,1,2866
reflectau,1,2867
gingăia,1,2868
buzele,1,2869
trandafirii,1,2870
pară,1,2871
zână,1,2872
voia,1,2873
cunune,1,2874
cineva,1,2875
bunătate,1,2876
cinste,1,2877
rari,1,2878
reuise,1,2879
convingă,1,2880
băiat,1,2881
sărac,1,2882
auzise,1,2883
fermecătoarea,1,2884
prezentă,1,2885
castel,1,2886
străjerii,1,2887
râdă,1,2888
văzândul,1,2889
ponosit,1,2890
spună,1,2891
plece,1,2892
ruine,1,2893
ridicândui,1,2894
seme,1,2895
stare,1,2896
binevoieti,1,2897
mio,1,2898
dai,1,2899
băiete,1,2900
eti,1,2901
sigur,1,2902
treci,1,2903
probe,1,2904
ceilali,1,2905
aduci,1,2906
dragonului,1,2907
apune,1,2908
tăia,1,2909
uitânduse,1,2910
prinesei,1,2911
hotărat,1,2912
aduce,1,2913
cerut,1,2914
ajute,1,2915
surâse,1,2916
viclean,1,2917
dorea,1,2918
bogat,1,2919
lume,1,2920
raze,1,2921
petera,1,2922
dormeau,1,2923
profund,1,2924
dragon,1,2925
aprins,1,2926
gheare,1,2927
rubin,1,2928
strecură,1,2929
grijă,1,2930
adormii,1,2931
atent,1,2932
păească,1,2933
fulg,1,2934
dragonul,1,2935
micare,1,2936
rapidă,1,2937
piatra,1,2938
preioasă,1,2939
înlocui,1,2940
obinuită,1,2941
mărime,1,2942
pleca,1,2943
voce,1,2944
tunet,1,2945
cine,1,2946
crezi,1,2947
tu,1,2948
muritorule,1,2949
intri,1,2950
putem,1,2951
schimb,1,2952
lai,1,2953
iau,1,2954
oriunde,1,2955
suntei,1,2956
obligai,1,2957
stai,1,2958
omule,1,2959
îneli,1,2960
împărăia,1,2961
ta,1,2962
mulumit,1,2963
bufniele,1,2964
fiine,1,2965
cuiburile,1,2966
copacii,1,2967
vârfurile,1,2968
pierdeau,1,2969
nori,1,2970
ciulind,1,2971
urechile,1,2972
strigătul,1,2973
sfâietor,1,2974
părăsise,1,2975
sperana,1,2976
atepta,1,2977
răbdătoare,1,2978
vulpe,1,2979
clătină,1,2980
alergă,1,2981
suflet,1,2982
prinse,1,2983
atingă,1,2984
ajungă,1,2985
ghearele,1,2986
vulpii,1,2987
izgoni,1,2988
vulpea,1,2989
mamei,1,2990
crăpă,1,2991
delicat,1,2992
mulumesc,1,2993
salvat,1,2994
moarte,1,2995
dăruiesc,1,2996
magic,1,2997
tii,1,2998
ajuta,1,2999
ultima,1,3000
probă,1,3001
odihnetete,1,3002
asta,1,3003
meu,1,3004
păzi,1,3005
pericol,1,3006
crescuse,1,3007
mama,1,3008
puse,1,3009
săcule,1,3010
piele,1,3011
gât,1,3012
oglindeai,1,3013
ademenea,1,3014
rămâneai,1,3015
înăuntrul,1,3016
plutea,1,3017
gâtele,1,3018
penele,1,3019
foneau,1,3020
metalic,1,3021
deplasa,1,3022
aluneca,1,3023
fină,1,3024
oglindă,1,3025
vorbească,1,3026
gâscă,1,3027
dragă,1,3028
dămi,1,3029
mie,1,3030
rogute,1,3031
schimbul,1,3032
dori,1,3033
boabe,1,3034
părăsi,1,3035
simt,1,3036
holdele,1,3037
aurii,1,3038
merg,1,3039
aduc,1,3040
rog,1,3041
apropii,1,3042
întorc,1,3043
trunchiul,1,3044
ateptă,1,3045
întoarcerea,1,3046
bufniei,1,3047
făcuse,1,3048
temea,1,3049
apună,1,3050
boabele,1,3051
cădeau,1,3052
suprafaa,1,3053
lacului,1,3054
mulumită,1,3055
gâsca,1,3056
fugă,1,3057
iată,1,3058
cuvinte,1,3059
avu,1,3060
io,1,3061
oie,1,3062
promisiunea,1,3063
dragoni,1,3064
nunta,1,3065
participară,1,3066
vietăile,1,3067
uite,1,3068
trăit,1,3069
aron,1,3070
ghiă,1,3071
isabella,1,3072
văzuseră,1,3073
considerau,1,3074
exista,1,3075
clădire,1,3076
părăsită,1,3077
conducătorii,1,3078
bibliotecile,1,3079
fiindule,1,3080
teamă,1,3081
ali,1,3082
lear,1,3083
puterea,1,3084
lectură,1,3085
devin,1,3086
inteligeni,1,3087
conteste,1,3088
netiind,1,3089
cărora,1,3090
plăcea,1,3091
descopere,1,3092
aventură,1,3093
trimii,1,3094
bunicii,1,3095
curee,1,3096
podul,1,3097
observat,1,3098
